employee_id,week_number,date,burnout_score,hours_worked,workload_rating,manager_support,peer_support,sleep_quality,energy_level,stress_level,mood_score,job_satisfaction,meeting_participation,collaboration_score,missed_deadlines,sick_days,has_life_stressor
EMP0002,6,2024-12-20,1.0,43.1,7.8,6.2,7.2,1.0,1.0,9.4,1.0,1.0,2.7,2.3,2,1,0
EMP0002,7,2024-12-27,1.0,60.7,7.5,5.7,4.8,1.0,1.0,10.0,1.0,1.0,1.5,3.0,2,0,1
EMP0002,8,2025-01-03,1.0,54.9,6.7,5.9,9.3,1.0,1.0,10.0,1.0,1.0,1.2,1.0,0,1,0
EMP0002,9,2025-01-10,1.0,60.1,5.4,8.4,7.8,1.0,1.0,10.0,2.8,1.0,1.6,3.1,1,0,0
EMP0002,10,2025-01-17,1.0,53.5,6.9,6.9,7.5,1.0,1.0,10.0,1.0,1.0,2.1,2.4,2,0,0
EMP0002,11,2025-01-24,1.0,53.6,4.1,7.6,8.7,3.2,1.0,10.0,1.0,1.0,1.0,1.0,2,0,0
EMP0002,12,2025-01-31,1.0,50.2,6.8,6.7,7.0,1.0,1.0,10.0,1.0,1.0,2.9,1.0,1,1,0
EMP0002,13,2025-02-07,1.0,49.5,4.9,6.1,9.4,1.0,1.0,9.9,1.0,1.0,1.0,1.0,2,0,0
EMP0002,14,2025-02-14,1.0,56.5,5.6,5.8,7.3,1.0,1.0,8.9,1.5,1.0,1.7,2.0,3,0,1
EMP0002,15,2025-02-21,1.0,49.2,7.4,10.0,5.8,1.0,1.0,10.0,1.0,1.0,1.0,1.5,0,2,1
EMP0002,16,2025-02-28,1.0,59.7,7.1,7.4,5.6,1.0,1.1,9.1,1.0,1.0,1.0,1.6,2,1,0
EMP0002,17,2025-03-07,1.0,51.1,5.4,9.2,6.5,1.3,1.0,10.0,1.0,1.0,1.7,1.1,2,3,0
EMP0002,18,2025-03-14,1.0,46.5,6.9,6.1,6.8,1.0,1.0,10.0,1.0,1.0,1.0,3.6,2,1,0
EMP0002,19,2025-03-21,1.0,44.9,4.7,8.1,6.8,1.0,1.0,9.4,1.0,1.0,4.7,1.3,2,0,0
EMP0002,20,2025-03-28,1.0,60.9,5.6,7.1,7.2,1.0,1.0,10.0,2.5,1.0,3.7,2.1,4,2,0
EMP0002,21,2025-04-04,1.0,48.9,5.6,7.5,7.3,1.0,1.0,9.7,1.0,1.0,1.0,1.0,2,0,0
EMP0002,22,2025-04-11,1.0,51.8,6.7,6.7,5.0,1.0,1.0,9.9,1.0,1.0,2.4,3.3,2,1,1
EMP0002,23,2025-04-18,1.0,40.5,7.3,6.6,6.5,1.0,1.0,10.0,1.0,1.0,2.2,1.8,1,0,0
EMP0002,24,2025-04-25,1.0,46.7,4.7,5.3,6.6,1.0,1.0,10.0,1.0,1.0,1.3,2.3,0,0,1
EMP0002,25,2025-05-02,0.996,43.6,4.2,6.5,10.0,1.9,1.0,10.0,1.0,1.0,1.0,2.0,3,0,0
EMP0002,26,2025-05-09,1.0,60.2,3.2,8.3,6.1,1.0,1.0,7.1,1.0,1.0,3.6,1.2,3,0,0
EMP0002,27,2025-05-16,1.0,59.7,2.6,5.6,6.4,1.0,1.0,8.1,1.0,1.0,1.2,1.0,2,1,1
EMP0002,28,2025-05-23,0.996,47.2,4.5,6.1,5.0,1.2,1.0,9.2,1.0,1.0,3.1,1.9,1,0,0
EMP0002,29,2025-05-30,1.0,58.6,7.8,4.7,5.4,1.0,1.0,10.0,1.0,1.0,3.1,1.8,1,0,0
EMP0002,30,2025-06-06,1.0,50.3,8.3,7.0,7.2,1.0,1.1,10.0,1.0,1.0,1.0,1.2,0,0,0
EMP0002,31,2025-06-13,1.0,57.8,5.3,4.3,8.4,1.1,1.6,10.0,2.3,1.0,2.3,3.9,1,0,1
EMP0002,32,2025-06-20,1.0,57.7,3.1,6.9,7.0,1.0,1.0,10.0,1.1,1.0,1.0,2.3,0,2,0
EMP0002,33,2025-06-27,1.0,58.6,8.6,3.3,7.1,1.0,1.0,8.9,1.0,1.0,5.1,2.3,2,0,0
EMP0002,34,2025-07-04,1.0,48.7,6.6,8.7,6.4,1.0,1.0,10.0,1.2,1.0,3.8,2.3,0,1,0
EMP0002,35,2025-07-11,1.0,51.8,7.6,8.4,7.7,1.0,1.0,9.5,1.0,1.0,1.0,2.2,3,0,0
EMP0002,36,2025-07-18,1.0,55.6,4.9,7.1,6.9,1.4,1.0,10.0,1.4,1.0,2.2,3.0,1,0,0
EMP0002,37,2025-07-25,1.0,53.9,3.3,3.7,7.3,1.0,1.0,10.0,1.0,1.0,1.0,1.1,1,2,0
EMP0002,38,2025-08-01,1.0,53.1,4.1,7.5,6.3,1.1,1.0,10.0,1.0,1.0,4.1,3.6,1,0,0
EMP0002,39,2025-08-08,1.0,55.2,5.1,5.3,8.3,1.0,1.3,10.0,1.0,1.0,3.6,1.0,2,2,1
EMP0002,40,2025-08-15,1.0,54.0,5.2,6.0,8.3,1.0,1.0,10.0,1.0,1.0,1.0,3.5,1,0,0
EMP0002,41,2025-08-22,1.0,55.3,2.7,5.2,5.6,1.0,1.0,10.0,1.0,1.0,1.9,1.0,0,1,0
EMP0002,42,2025-08-29,1.0,57.9,5.1,6.6,9.0,1.0,1.0,9.5,1.6,1.0,1.2,2.2,4,0,0
EMP0002,43,2025-09-05,1.0,57.3,7.6,8.8,5.4,1.0,1.0,9.8,1.1,1.0,2.9,1.9,2,0,0
EMP0002,44,2025-09-12,1.0,52.3,6.3,8.1,5.6,1.0,1.0,9.0,1.0,1.0,2.3,2.8,2,0,0
EMP0002,45,2025-09-19,1.0,49.7,5.0,5.7,7.3,1.0,1.0,9.5,1.0,1.0,3.7,1.7,0,0,1
EMP0002,46,2025-09-26,1.0,49.3,4.2,9.7,6.2,1.0,1.0,10.0,1.0,1.0,2.3,2.5,3,0,0
EMP0002,47,2025-10-03,1.0,41.7,8.0,6.8,9.1,1.0,1.0,10.0,2.0,1.0,1.0,1.1,1,0,0
EMP0002,48,2025-10-10,1.0,58.3,8.2,6.2,7.1,1.0,1.0,10.0,1.0,1.0,1.0,3.1,2,1,0
EMP0002,49,2025-10-17,1.0,54.7,6.9,6.4,6.1,1.0,1.0,8.0,1.0,1.0,1.9,1.0,4,0,0
EMP0002,50,2025-10-24,1.0,51.5,6.6,6.8,10.0,1.0,1.0,10.0,1.0,1.0,1.8,1.4,2,0,0
EMP0002,51,2025-10-31,1.0,60.9,4.1,8.4,5.6,1.0,1.0,10.0,1.1,1.0,1.0,1.0,3,0,1
EMP0002,52,2025-11-07,1.0,55.9,5.0,4.6,5.1,1.0,1.0,9.8,1.0,1.0,1.1,1.6,2,1,0
EMP0003,1,2024-11-15,0.283,42.0,7.4,6.9,6.1,6.7,7.9,3.0,5.4,7.3,7.9,8.7,1,0,0
EMP0003,2,2024-11-22,0.144,38.4,3.0,10.0,5.8,10.0,8.6,1.0,8.5,8.6,10.0,8.1,0,0,0
EMP0003,3,2024-11-29,0.2,36.0,7.2,6.1,2.4,8.1,6.9,1.1,8.2,7.4,7.8,7.9,0,0,0
EMP0003,4,2024-12-06,0.259,37.3,7.8,6.1,8.0,8.1,7.8,1.6,7.8,7.9,9.1,7.9,0,0,0
EMP0003,5,2024-12-13,0.362,30.9,6.0,8.1,7.1,6.4,7.6,2.5,1.6,8.4,6.6,7.8,2,0,0
EMP0003,6,2024-12-20,0.409,32.5,4.9,6.5,5.7,6.4,4.0,2.0,7.0,4.2,5.5,8.3,1,0,0
EMP0003,7,2024-12-27,0.408,34.5,8.1,6.4,8.1,5.6,6.3,3.7,7.2,5.1,4.7,7.4,1,1,0
EMP0003,8,2025-01-03,0.364,34.8,7.4,5.4,8.3,6.4,7.8,2.8,5.7,5.9,9.5,6.9,0,0,0
EMP0003,9,2025-01-10,0.381,31.4,7.7,7.8,3.7,6.5,6.6,3.9,4.3,4.8,7.0,6.3,1,1,0
EMP0003,10,2025-01-17,0.348,37.9,5.3,5.8,6.0,3.9,6.2,2.9,6.7,4.6,7.6,6.6,1,0,0
EMP0003,11,2025-01-24,0.334,30.7,5.5,6.6,7.9,7.7,8.0,2.5,7.4,5.2,9.7,7.6,0,0,0
EMP0003,12,2025-01-31,0.247,39.0,4.5,4.5,7.0,5.8,6.4,3.1,8.4,6.0,7.5,8.7,0,0,0
EMP0003,13,2025-02-07,0.448,40.4,4.8,6.6,5.7,6.8,3.7,4.6,6.8,5.0,7.9,7.3,0,0,1
EMP0003,14,2025-02-14,0.51,37.6,8.5,7.5,7.9,5.6,5.8,5.0,3.6,3.8,5.6,8.1,0,0,0
EMP0003,15,2025-02-21,0.634,40.3,5.3,7.8,7.0,4.6,2.3,6.9,3.4,4.1,6.5,4.2,0,0,1
EMP0003,16,2025-02-28,0.646,29.1,6.7,6.3,9.3,3.9,2.2,6.3,5.1,2.1,5.3,4.2,2,0,0
EMP0003,17,2025-03-07,0.678,34.6,7.6,6.0,5.9,2.2,1.1,5.3,1.2,1.0,5.9,4.9,2,0,0
EMP0003,18,2025-03-14,0.767,35.1,8.8,8.5,7.1,1.0,3.0,7.6,3.2,1.1,6.5,2.2,1,0,0
EMP0003,19,2025-03-21,0.859,36.1,5.4,6.3,4.3,2.8,2.7,8.3,3.3,1.0,3.6,2.6,0,0,0
EMP0003,20,2025-03-28,0.879,35.9,2.8,10.0,7.2,1.0,1.0,6.3,1.0,1.0,4.5,3.5,2,0,0
EMP0003,21,2025-04-04,0.953,34.9,7.1,7.8,8.1,1.0,1.0,10.0,3.6,1.0,1.6,2.4,2,0,0
EMP0003,22,2025-04-11,0.924,26.8,7.7,6.7,8.1,1.0,1.5,9.4,1.0,1.0,4.2,2.3,1,0,0
EMP0003,23,2025-04-18,0.873,29.1,6.2,7.3,7.5,1.0,1.0,9.3,1.0,1.0,3.3,3.1,5,0,0
EMP0003,24,2025-04-25,0.811,33.7,6.0,7.8,7.1,2.5,1.6,8.6,1.0,1.2,1.8,2.7,1,0,0
EMP0003,25,2025-05-02,1.0,36.1,7.1,8.8,7.7,1.0,1.0,10.0,1.0,1.0,1.5,2.6,0,0,1
EMP0003,26,2025-05-09,1.0,35.7,8.5,6.1,4.6,1.0,1.0,9.3,1.0,1.0,3.0,1.7,0,0,0
EMP0003,27,2025-05-16,1.0,36.5,6.6,7.7,4.6,1.0,1.0,10.0,1.0,1.0,3.6,2.2,1,1,0
EMP0003,28,2025-05-23,1.0,41.8,5.8,6.7,8.1,1.0,1.0,10.0,1.0,1.0,2.0,1.0,0,0,0
EMP0003,29,2025-05-30,0.987,32.4,5.9,7.0,8.2,1.0,1.0,8.7,1.0,1.0,2.1,2.3,3,0,0
EMP0003,30,2025-06-06,1.0,33.6,4.8,4.9,8.5,1.0,1.0,9.2,1.0,1.0,4.2,1.1,0,0,1
EMP0003,31,2025-06-13,1.0,28.2,4.7,8.4,6.5,2.4,1.0,10.0,1.0,1.0,2.1,2.8,1,0,1
EMP0003,32,2025-06-20,1.0,33.8,6.4,6.2,6.2,1.0,1.0,9.6,1.0,1.0,2.8,1.0,2,1,0
EMP0003,33,2025-06-27,1.0,34.5,9.3,7.6,8.0,1.0,1.0,10.0,1.0,1.0,2.6,1.0,2,0,0
EMP0003,34,2025-07-04,0.878,33.1,3.7,6.2,5.8,1.0,3.2,10.0,1.0,1.0,1.7,2.4,3,0,0
EMP0003,35,2025-07-11,0.789,39.5,4.0,8.1,8.9,2.6,1.7,9.0,1.0,1.1,1.0,4.4,0,0,0
EMP0003,36,2025-07-18,0.841,30.4,8.4,7.6,5.2,2.2,1.0,7.7,3.7,1.0,3.7,3.1,1,2,0
EMP0003,37,2025-07-25,0.812,34.2,6.4,7.4,5.8,1.1,1.0,7.9,3.7,1.0,5.6,2.5,1,0,0
EMP0003,38,2025-08-01,0.772,33.5,7.6,7.3,7.3,1.0,1.6,5.9,3.1,2.0,3.6,2.8,0,0,0
EMP0003,39,2025-08-08,0.689,30.9,5.2,5.8,6.5,3.4,4.0,6.6,1.3,1.5,1.2,2.5,1,0,0
EMP0003,40,2025-08-15,0.66,36.0,6.6,7.5,8.9,1.8,2.5,4.8,3.0,1.9,2.5,6.1,2,0,0
EMP0003,41,2025-08-22,0.589,34.3,3.2,5.8,8.6,3.0,4.0,6.3,5.2,2.4,6.1,5.9,1,2,0
EMP0003,42,2025-08-29,0.471,30.4,7.3,7.0,9.0,4.9,4.0,6.9,3.6,5.4,4.0,6.7,0,0,0
EMP0003,43,2025-09-05,0.512,34.5,3.2,7.5,5.2,4.9,5.5,5.3,3.8,3.3,5.1,5.1,0,1,0
EMP0003,44,2025-09-12,0.745,40.2,5.0,5.4,8.0,1.6,2.2,4.4,3.7,1.0,1.4,3.4,3,2,1
EMP0003,45,2025-09-19,0.738,32.7,4.0,8.2,7.6,3.0,2.6,6.8,1.7,1.4,5.2,4.8,1,0,0
EMP0003,46,2025-09-26,0.789,35.1,6.5,4.9,6.3,3.4,3.1,6.5,3.7,1.0,3.3,3.7,0,0,0
EMP0003,47,2025-10-03,0.778,43.7,6.4,7.4,6.5,1.7,2.6,8.2,1.8,1.0,3.7,3.3,0,1,0
EMP0003,48,2025-10-10,0.779,41.3,7.8,8.6,7.1,2.3,2.6,7.1,1.6,1.1,1.9,3.6,2,0,0
EMP0003,49,2025-10-17,0.792,32.5,8.4,6.4,7.8,2.3,1.0,7.4,3.3,1.0,2.5,5.5,1,0,0
EMP0003,50,2025-10-24,0.853,40.1,7.8,4.7,7.8,2.1,1.0,7.9,1.0,1.0,4.0,3.0,2,0,0
EMP0003,51,2025-10-31,0.934,32.6,8.0,7.3,6.8,1.0,1.0,9.8,1.0,1.0,3.6,4.2,2,0,0
EMP0003,52,2025-11-07,1.0,24.2,5.3,9.0,5.5,1.0,1.0,10.0,1.6,1.0,3.0,3.1,3,1,1
EMP0004,1,2024-11-15,0.205,47.2,4.2,7.0,6.3,7.3,8.1,1.0,8.0,9.2,8.9,9.5,0,0,0
EMP0004,2,2024-11-22,0.28,40.1,9.3,6.6,4.7,6.5,7.6,3.9,4.6,5.2,8.8,8.2,1,0,0
EMP0004,3,2024-11-29,0.296,42.1,6.6,7.3,5.1,7.2,6.6,3.8,7.3,6.2,9.1,6.9,0,0,0
EMP0004,4,2024-12-06,0.349,43.5,6.6,6.8,6.5,6.5,5.3,4.1,7.1,5.1,8.5,7.4,1,0,0
EMP0004,5,2024-12-13,0.534,45.2,5.6,4.8,9.0,5.4,4.1,2.5,6.7,3.0,8.1,7.2,0,0,0
EMP0004,6,2024-12-20,0.829,48.4,3.5,6.6,6.8,1.3,2.0,8.5,1.7,1.0,1.2,4.1,1,0,1
EMP0004,7,2024-12-27,0.877,47.3,6.2,8.1,7.1,1.0,4.1,7.4,1.3,1.0,1.3,2.4,2,3,0
EMP0004,8,2025-01-03,0.881,40.0,7.9,6.3,5.1,1.0,1.2,10.0,4.2,1.0,2.5,2.8,4,0,0
EMP0004,9,2025-01-10,0.843,43.6,6.1,6.1,6.5,1.9,2.4,9.7,1.2,1.0,3.9,3.6,1,0,0
EMP0004,10,2025-01-17,0.889,41.6,5.7,7.6,6.6,1.0,2.8,8.1,1.0,1.0,1.1,1.0,1,1,0
EMP0004,11,2025-01-24,1.0,42.5,6.2,7.5,6.9,1.0,1.0,10.0,2.9,1.0,2.8,5.1,0,0,1
EMP0004,12,2025-01-31,0.974,45.1,5.4,7.3,7.0,1.0,1.0,8.8,1.0,1.0,1.2,1.0,1,1,0
EMP0004,13,2025-02-07,0.992,45.0,6.2,6.5,7.9,1.0,2.9,9.5,1.0,1.0,2.6,1.0,1,1,0
EMP0004,14,2025-02-14,0.994,45.1,6.7,10.0,6.8,2.9,1.0,9.6,1.0,1.2,1.7,2.6,3,0,0
EMP0004,15,2025-02-21,0.946,40.5,6.6,8.0,9.9,1.0,1.0,10.0,1.0,1.0,2.8,2.5,2,1,0
EMP0004,16,2025-02-28,1.0,39.6,4.8,7.3,5.1,1.0,1.2,9.4,1.0,1.0,1.8,1.0,1,1,1
EMP0004,17,2025-03-07,1.0,47.8,7.0,9.7,4.4,1.0,1.0,8.5,1.0,1.0,1.2,2.2,2,0,0
EMP0004,18,2025-03-14,0.961,41.3,4.6,9.4,5.6,1.0,1.0,10.0,2.2,1.0,2.6,1.6,1,0,0
EMP0004,19,2025-03-21,0.964,39.1,5.0,7.3,7.5,1.0,2.1,10.0,1.0,1.0,1.6,3.3,0,0,0
EMP0004,20,2025-03-28,1.0,45.1,3.8,9.5,5.9,1.0,1.0,8.6,1.0,1.0,3.6,1.9,3,0,0
EMP0004,21,2025-04-04,0.948,31.1,3.0,6.0,6.7,2.2,1.0,10.0,1.0,1.0,1.0,3.1,2,0,0
EMP0004,22,2025-04-11,0.972,38.2,6.2,5.4,6.8,1.0,1.0,10.0,1.0,1.0,1.0,3.9,1,1,0
EMP0004,23,2025-04-18,0.999,45.9,8.0,9.7,10.0,1.0,1.0,10.0,1.3,1.0,2.0,1.3,2,0,0
EMP0004,24,2025-04-25,1.0,47.7,6.4,7.2,9.6,1.0,2.1,10.0,1.0,1.0,1.4,1.0,4,1,0
EMP0004,25,2025-05-02,1.0,44.4,8.5,7.9,7.4,1.0,1.0,9.2,2.6,1.0,3.1,2.9,2,0,0
EMP0004,26,2025-05-09,0.915,37.6,7.3,7.3,8.7,1.0,2.0,8.5,1.0,1.0,1.9,3.8,2,0,0
EMP0004,27,2025-05-16,1.0,42.8,6.7,5.7,10.0,1.0,1.0,10.0,1.0,1.0,2.2,2.0,3,0,1
EMP0004,28,2025-05-23,0.933,41.6,3.5,6.4,7.8,1.0,1.0,8.6,1.0,1.0,3.6,3.4,0,0,0
EMP0004,29,2025-05-30,1.0,48.5,9.3,6.5,7.2,1.0,1.0,10.0,1.0,1.0,2.9,2.0,4,1,0
EMP0004,30,2025-06-06,1.0,47.3,4.6,6.9,8.1,1.0,1.0,10.0,1.0,1.0,4.0,3.5,4,0,0
EMP0004,31,2025-06-13,1.0,45.3,4.1,6.0,5.9,1.0,1.0,10.0,1.0,1.0,1.0,2.1,1,2,1
EMP0004,32,2025-06-20,1.0,47.4,7.1,7.3,7.9,1.0,1.0,9.1,1.6,1.0,2.7,1.2,2,1,0
EMP0004,33,2025-06-27,1.0,45.6,7.2,5.7,7.8,1.0,1.0,10.0,1.0,1.0,1.2,3.9,2,0,1
EMP0004,34,2025-07-04,0.96,43.9,4.2,5.1,7.0,1.0,1.0,9.6,1.4,1.0,2.7,4.2,2,0,0
EMP0004,35,2025-07-11,0.949,39.3,5.3,6.1,5.9,1.2,1.0,9.3,1.0,1.0,3.7,1.1,1,0,0
EMP0004,36,2025-07-18,0.974,34.8,7.7,6.8,6.8,1.0,1.0,10.0,1.0,1.0,1.1,2.6,3,0,0
EMP0004,37,2025-07-25,1.0,49.5,4.4,7.0,8.5,1.0,1.0,8.6,1.0,1.0,3.5,1.0,1,0,0
EMP0004,38,2025-08-01,0.946,36.8,9.4,9.8,5.3,2.7,1.0,9.0,1.4,1.0,1.0,2.2,1,0,0
EMP0004,39,2025-08-08,1.0,50.6,6.7,8.2,4.4,1.0,1.0,9.5,1.9,1.0,2.5,1.8,3,0,1
EMP0004,40,2025-08-15,1.0,39.0,4.7,7.8,8.0,1.0,1.0,10.0,2.1,1.0,2.5,1.6,1,0,1
EMP0004,41,2025-08-22,0.914,32.7,7.1,7.4,6.4,2.3,1.6,9.0,1.3,1.1,3.2,2.4,1,0,0
EMP0004,42,2025-08-29,0.805,45.0,5.5,8.1,6.9,1.9,1.5,7.0,2.6,1.0,4.5,4.2,2,2,0
EMP0004,43,2025-09-05,0.932,38.6,8.2,6.5,6.6,1.1,1.7,8.6,1.0,1.0,1.0,3.5,1,0,0
